NO, NAME, ADDRESS
1979,온나펫,부산광역시 사상구 삼락동
1980,야옹아 멍멍해봐,부산광역시 사상구 괘법동
1981,개와 고양이,부산광역시 사상구 감전동
1982,핫독애견,부산광역시 사상구 괘법동
1983,학장동물병원,부산광역시 사상구 학장동
1984,고은동물병원,부산광역시 사상구 모라동
1985,엄궁종합동물병원,부산광역시 사상구 엄궁동
1986,쿨펫동물병원,부산광역시 사상구 엄궁동
1987,개금동물병원,부산광역시 사상구 주례동
1988,댕댕살롱,부산광역시 기장군 정관읍 방곡리
1989,코코스퀘어,부산광역시 기장군 기장읍 시랑리
1990,앨리스 펫 살롱,부산광역시 기장군 일광면 삼성리
1991,바른진료 동물병원,부산광역시 기장군 일광면 삼성리
1992,디어마루,부산광역시 기장군 일광면 삼성리
1993,일광해빛동물병원,부산광역시 기장군 일광면 삼성리
1994,어라운드1142,부산광역시 기장군 정관읍 모전리
1995,피터펫카페,부산광역시 기장군 기장읍 내리
1996,하나애견,부산광역시 기장군 기장읍 교리
1997,복남펫하우스,부산광역시 기장군 정관읍 달산리
1998,멍이와 냥이,부산광역시 기장군 정관읍 매학리
1999,루비애견,부산광역시 기장군 정관읍 모전리
2000,도그맘,부산광역시 기장군 기장읍 교리
2001,기장애견,부산광역시 기장군 기장읍 대라리
2002,멍멍클럽,부산광역시 기장군 기장읍 대라리
2003,하울팟 부산케어센터,부산광역시 기장군 기장읍 시랑리
2004,낭만애견,부산광역시 기장군 정관읍 방곡리
2005,착한애견미용,부산광역시 기장군 정관읍 매학리
2006,아산동물의료센터,부산광역시 기장군 정관읍 매학리
2007,미용하는강아지,부산광역시 기장군 정관읍 달산리
2008,애견이야기,부산광역시 기장군 정관읍 모전리
2009,핑크애견,부산광역시 기장군 기장읍 동부리
2010,웃는강아지,부산광역시 기장군 정관읍 매학리
2011,퍼피앤유,부산광역시 기장군 정관읍 매학리
2012,미미애견,부산광역시 기장군 정관읍 용수리
2013,펫 스토리,부산광역시 기장군 정관읍 모전리
2014,도도한 개냥이,부산광역시 기장군 기장읍 교리
2015,디오지,부산광역시 기장군 정관읍 매학리
2016,그루밍 나나,부산광역시 기장군 기장읍 교리
2017,활짝냥피움냥,부산광역시 기장군 정관읍 매학리
2018,므찌개 애견미용,부산광역시 기장군 정관읍 모전리
2019,개좋다,부산광역시 기장군 기장읍 대라리
2020,개이뿌개,부산광역시 기장군 정관읍 용수리
2021,애견의 집,부산광역시 기장군 기장읍 대라리
2022,오늘DOG예쁨,대구광역시 중구 대봉동
2023,동인동물병원,대구광역시 중구 동인동4가
2024,센트럴동물병원,대구광역시 중구 대신동
2025,슈슈봉봉,대구광역시 중구 동인동2가
2026,대구S동물병원,대구광역시 중구 대신동
2027,강아지 대통령,대구광역시 중구 봉산동
2028,원애견샵,대구광역시 중구 대봉동
2029,라라부띠끄,대구광역시 중구 남산동
2030,힐링독,대구광역시 중구 삼덕동1가
2031,대백애견,대구광역시 중구 남산동
2032,기역(ㄱ)유통,대구광역시 중구 태평로3가
2033,삼덕종합동물병원,대구광역시 중구 삼덕동1가
2034,디캣,대구광역시 중구 봉산동
2035,도그 윤,대구광역시 중구 태평로2가
2036,애견명가,대구광역시 중구 봉산동
2037,도그 위브,대구광역시 동구 신암동
2038,앙앙 pet salon,대구광역시 동구 지저동
2039,이재룡의 뭉개뭉개유치원,대구광역시 동구 각산동
2040,마마스미독,대구광역시 동구 율하동
2041,프롬 유니,대구광역시 동구 사복동
2042,빛나개,대구광역시 동구 율하동
2043,러블리펫,대구광역시 동구 신서동
2044,도그몽,대구광역시 동구 신서동
2045,라라 애견 셀프목욕,대구광역시 동구 각산동
2046,행복한강아지,대구광역시 동구 불로동
2047,간지나개,대구광역시 동구 신천동
2048,(주)캐슬독,대구광역시 동구 신천동
2049,멍이살롱,대구광역시 동구 신서동
2050,모모애견미용실,대구광역시 동구 신천동
2051,Mr.사랑짱애견미용샵,대구광역시 동구 율하동
2052,뭉크,대구광역시 동구 신천동
2053,딜라잇독,대구광역시 동구 신암동
2054,21세기종합동물병원,대구광역시 동구 효목동
2055,쿨펫동물병원,대구광역시 동구 율하동
2056,댕댕이#,대구광역시 동구 율하동
2057,오늘도 예쁘개,대구광역시 동구 신천동
2058,고양이무마취미용 무냥무냥 대구점,대구광역시 동구 방촌동
2059,피터펫,대구광역시 동구 대림동
2060,더펫샵,대구광역시 동구 불로동
2061,멍클린,대구광역시 동구 방촌동
2062,뚱이애견,대구광역시 동구 신천동
2063,애견찾기,대구광역시 동구 지저동
2064,러브애견,대구광역시 동구 신암동
2065,엔젤퍼피,대구광역시 동구 율하동
2066,캄그루밍,대구광역시 동구 중대동
2067,박순복동물병원,대구광역시 동구 효목동
2068,욜로오개,대구광역시 동구 봉무동
2069,행복한강아지,대구광역시 동구 율하동
2070,다사랑종합동물병원,대구광역시 동구 신암동
2071,이뻐지개,대구광역시 동구 지묘동
2072,사랑스럽개,대구광역시 동구 신서동
2073,이노캣즈&독,대구광역시 동구 각산동
2074,밀독(MILLDOG),대구광역시 동구 봉무동
2075,와따멍,대구광역시 동구 신서동
2076,도그스타,대구광역시 동구 방촌동
2077,고로고로펫,대구광역시 동구 지저동
2078,엄지애견,대구광역시 동구 신기동
2079,쿨펫동물병원,대구광역시 동구 신서동
2080,구피애견,대구광역시 동구 신암동
2081,변수의과의원,대구광역시 동구 검사동
2082,킴스동물병원,대구광역시 동구 방촌동
2083,콧대높은 개,대구광역시 동구 율하동
2084,욜로펫,대구광역시 동구 각산동
2085,똥강아지,대구광역시 동구 신기동
2086,개폼나개,대구광역시 동구 각산동
2087,개릿뷰티,대구광역시 동구 효목동
2088,버들강아지,대구광역시 동구 신천동
2089,똥강지,대구광역시 동구 신천동
2090,에버노블,대구광역시 동구 신서동
2091,애견프라자,대구광역시 서구 평리동
2092,Grooming Jun,대구광역시 서구 내당동
2093,다정하개,대구광역시 서구 평리동
2094,퍼피쌀롱,대구광역시 서구 내당동
2095,복강아지,대구광역시 서구 평리동
2096,젠틀펫,대구광역시 서구 중리동
2097,다올이네도담이네,대구광역시 서구 내당동
2098,강아지미용실,대구광역시 서구 비산동
2099,애견전람회,대구광역시 서구 평리동
2100,그루밍샵(grooming shop),대구광역시 서구 평리동
2101,아이러브도그,대구광역시 서구 중리동
2102,리틀애견,대구광역시 서구 비산동
2103,삼성 동물병원,대구광역시 서구 내당동
2104,아이펫 동물병원,대구광역시 서구 평리동
2105,보경 동물병원,대구광역시 서구 비산동
2106,더펫애견미용실,대구광역시 서구 비산동
2107,애견사랑,대구광역시 서구 평리동
2108,행복한펫샵,대구광역시 서구 비산동
2109,레이스타일(Ray style),대구광역시 서구 내당동
2110,개네집,대구광역시 서구 평리동
2111,페츠업동물병원,대구광역시 서구 평리동
2112,진동물병원,대구광역시 서구 비산동
2113,미소짓개,대구광역시 서구 평리동
2114,댕댕이살롱,대구광역시 서구 비산동
2115,서남애견,대구광역시 서구 내당동
2116,아리하우스,대구광역시 서구 비산동
2117,예쁘개해줄개,대구광역시 서구 비산동
2118,핸독,대구광역시 서구 내당동
2119,애기야,대구광역시 서구 원대동1가
2120,개린이살롱,대구광역시 남구 대명동
2121,몽언니애견샵,대구광역시 남구 대명동
2122,베베시앙,대구광역시 남구 봉덕동
2123,홀리몰리펫살롱,대구광역시 남구 대명동
2124,초원애견샵,대구광역시 남구 대명동
2125,아지살롱,대구광역시 남구 대명동
2126,대명동 강아지,대구광역시 남구 대명동
2127,도그어게인,대구광역시 남구 대명동
2128,봉봉살롱,대구광역시 남구 봉덕동
2129,마이핫독,대구광역시 남구 대명동
2130,핑크강아지,대구광역시 남구 대명동
2131,그루밍 501,대구광역시 남구 대명동
2132,(주)다솜코퍼레이션(DASOM),대구광역시 남구 이천동
2133,애견마트,대구광역시 남구 대명동
2134,매너독반려견교육센터,대구광역시 남구 봉덕동
2135,월드애견미용실,대구광역시 남구 봉덕동
2136,독스호텔리어,대구광역시 남구 대명동
2137,미자애견,대구광역시 남구 봉덕동
2138,맹구네 애견천국,대구광역시 남구 대명동
2139,펫더스타일,대구광역시 남구 대명동
2140,효성동물병원,대구광역시 남구 봉덕동
2141,도그라운드,대구광역시 남구 봉덕동
2142,스윗퍼피,대구광역시 남구 봉덕동
2143,앞산강아지,대구광역시 남구 대명동
2144,신선생애견맘스,대구광역시 남구 봉덕동
2145,애견랜드,대구광역시 남구 봉덕동
2146,멍멍이랑 사랑하기,대구광역시 남구 봉덕동
2147,멍이가 웃통벗는날,대구광역시 남구 봉덕동
2148,도그앤퍼피,대구광역시 남구 봉덕동
2149,펫마트그루밍샵,대구광역시 남구 대명동
2150,프린세스애견,대구광역시 남구 봉덕동
2151,당당하개,대구광역시 남구 봉덕동
2152,애견미용실 포동이,대구광역시 남구 봉덕동
2153,안녕강아지야,대구광역시 남구 이천동
2154,초코퍼피,대구광역시 남구 봉덕동
2155,미니복이애견샵,대구광역시 남구 대명동
2156,쩡아트살롱드펫,대구광역시 남구 봉덕동
2157,몽몽이,대구광역시 남구 대명동
2158,꽃보다강아지,대구광역시 남구 봉덕동
2159,알프스동물병원,대구광역시 남구 봉덕동
2160,독사랑동물병원,대구광역시 남구 봉덕동
2161,woofy meowy 멍이냥이,대구광역시 남구 봉덕동
2162,리더스동물병원,대구광역시 남구 대명동
2163,이천종합동물병원,대구광역시 남구 봉덕동
2164,야옹아놀자,대구광역시 남구 봉덕동
2165,개운하개,대구광역시 북구 국우동
2166,딱이네미용실,대구광역시 북구 구암동
2167,꾸미시개,대구광역시 북구 사수동
2168,첨단살롱,대구광역시 북구 산격동
2169,어서왈왈,대구광역시 북구 산격동
2170,클럽펫월드 하루동물병원,대구광역시 북구 검단동
2171,반하네,대구광역시 북구 동변동
2172,입댕로랑,대구광역시 북구 동천동
2173,꽃개,대구광역시 북구 읍내동
2174,해솔동물병원,대구광역시 북구 대현동
2175,연경동물병원,대구광역시 북구 연경동
2176,벧엘애견,대구광역시 북구 태전동
2177,침산동물병원,대구광역시 북구 칠성동2가
2178,순돌뭐하니,대구광역시 북구 태전동
2179,그루펫,대구광역시 북구 동천동
2180,리리 펫살롱,대구광역시 북구 관음동
2181,애견#(？),대구광역시 북구 태전동
2182,동천 동물병원,대구광역시 북구 동천동
2183,BE MY DOG,대구광역시 북구 침산동
2184,아프리카 동물병원,대구광역시 북구 침산동
2185,멍멍이가(家),대구광역시 북구 학정동
2186,도그앤제이,대구광역시 북구 태전동
2187,美쁘다#,대구광역시 북구 태전동
2188,대구24시애견 미용,대구광역시 북구 노원동1가
2189,레드앤화이트독,대구광역시 북구 동천동
2190,플라잉독,대구광역시 북구 태전동
2191,강아지 이발소,대구광역시 북구 학정동
2192,더(The)예쁘개,대구광역시 북구 사수동
2193,아림 애견살롱,대구광역시 북구 동천동
2194,펫 하우스,대구광역시 북구 노원동2가
2195,세븐동물병원,대구광역시 북구 동천동
2196,예뻐해줄개,대구광역시 북구 칠성동2가
2197,플러스애견미용실,대구광역시 북구 칠성동2가
2198,뽀독뽀독,대구광역시 북구 복현동
2199,주니네,대구광역시 북구 고성동3가
2200,칠곡종합동물병원,대구광역시 북구 태전동
2201,가온 동물병원,대구광역시 북구 서변동
2202,강아지 천국,대구광역시 북구 읍내동
2203,늘푸른 동물병원,대구광역시 북구 관음동
2204,튼튼애견,대구광역시 북구 산격동
2205,도그 앤 캣츠,대구광역시 북구 태전동
2206,태전동물병원,대구광역시 북구 태전동
2207,냥이 이발소,대구광역시 북구 읍내동
2208,스위티독,대구광역시 북구 복현동
2209,다온동물병원,대구광역시 북구 태전동
2210,멍뭉몽,대구광역시 북구 구암동
2211,도그플러스동물병원,대구광역시 북구 동천동
2212,모야애견,대구광역시 북구 노원동2가
2213,가나동물병원,대구광역시 북구 산격동
2214,북부동물병원,대구광역시 북구 대현동
2215,퍼피클럽 뚱,대구광역시 북구 동변동
2216,그루밍샵,대구광역시 북구 고성동3가
2217,체인지펫샵,대구광역시 북구 구암동
2218,강북동물병원,대구광역시 북구 태전동
2219,더펫샵미용실,대구광역시 북구 동천동
2220,태풍이네,대구광역시 북구 서변동
2221,라라동물병원,대구광역시 북구 침산동
2222,뿌이숑,대구광역시 북구 국우동
2223,준동물병원,대구광역시 북구 복현동
2224,미인개,대구광역시 북구 태전동
2225,우아하개,대구광역시 북구 학정동
2226,원쿡아카데미,대구광역시 수성구 파동
2227,토토미용실,대구광역시 수성구 시지동
2228,애견시대,대구광역시 수성구 수성동1가
2229,달링하이 퍼피샵,대구광역시 수성구 중동
2230,알로몽,대구광역시 수성구 두산동
2231,체리 퍼피앤캣,대구광역시 수성구 만촌동
2232,리틀레이첼,대구광역시 수성구 두산동
2233,오구오구 동물병원,대구광역시 수성구 사월동
2234,마음을 읽어주는 마음동물병원,대구광역시 수성구 만촌동
2235,미미펫 그루밍샵,대구광역시 수성구 파동
2236,펫파민트,대구광역시 수성구 신매동
2237,똥강아지,대구광역시 수성구 범물동
2238,조은 동물의료원,대구광역시 수성구 만촌동
2239,도그데이트 펫살롱,대구광역시 수성구 황금동
2240,작은동물원,대구광역시 수성구 만촌동
2241,Ogu Ogu Dog,대구광역시 수성구 지산동
2242,원쿡,대구광역시 수성구 대흥동
2243,멍분의 멍,대구광역시 수성구 상동
2244,인형의 집,대구광역시 수성구 만촌동
2245,진보퍼피,대구광역시 수성구 지산동
2246,망고네 펫 살롱,대구광역시 수성구 만촌동
2247,치치독,대구광역시 수성구 매호동
2248,애견부티크,대구광역시 수성구 범어동
2249,MUNG MU,대구광역시 수성구 만촌동
2250,클로이 펫 살롱,대구광역시 수성구 시지동
2251,개린이하우스,대구광역시 수성구 황금동
2252,체리쉬독,대구광역시 수성구 상동
2253,ANOTHER DOG,대구광역시 수성구 두산동
2254,#the예쁘개,대구광역시 수성구 대흥동
2255,누베,대구광역시 수성구 시지동
2256,모모 애견샵,대구광역시 수성구 수성동3가
2257,코코네 애견,대구광역시 수성구 시지동
2258,아지발바닥,대구광역시 수성구 지산동
2259,러블리펫,대구광역시 수성구 신매동
2260,내개로 와,대구광역시 수성구 시지동
2261,더펫샵 애견미용실,대구광역시 수성구 만촌동
2262,개편한 세상,대구광역시 수성구 지산동
2263,애견가을농장,대구광역시 수성구 사월동
2264,애견미용,대구광역시 수성구 황금동
2265,정동물병원,대구광역시 수성구 지산동
2266,알토,대구광역시 수성구 상동
2267,엔젤라독,대구광역시 수성구 두산동
2268,도그앤브루,대구광역시 수성구 두산동
2269,마리동물병원,대구광역시 수성구 만촌동
2270,곰아지씨동물병원,대구광역시 수성구 수성동4가
2271,베트문 동물병원,대구광역시 수성구 범물동
2272,애견미용사 장윤희,대구광역시 수성구 범어동
2273,Dog Dog,대구광역시 수성구 수성동1가
2274,퍼피퍼피,대구광역시 수성구 지산동
2275,Yellow,대구광역시 수성구 지산동
2276,따뜻한 on동물병원,대구광역시 수성구 수성동4가
2277,퍼피타임,대구광역시 수성구 중동
2278,일랑일랑,대구광역시 수성구 두산동
2279,퍼피애견샵,대구광역시 수성구 지산동
2280,강아지엄마,대구광역시 수성구 범물동
2281,마론애견,대구광역시 수성구 두산동
2282,하룻강아지,대구광역시 수성구 수성동2가
2283,동일애견샵,대구광역시 수성구 상동
2284,유니온동물의료센터,대구광역시 수성구 황금동
2285,제니스동물병원,대구광역시 수성구 범어동
2286,사랑하개,대구광역시 수성구 범물동
2287,조은동물병원 미용실,대구광역시 수성구 만촌동
2288,마루동물병원,대구광역시 수성구 황금동
2289,꽃개하우스,대구광역시 수성구 범어동
2290,캣츠앤 독스 동물병원 애견미용실,대구광역시 수성구 수성동4가
2291,신세계동물병원,대구광역시 수성구 수성동1가
2292,펫플러스(Pet Plus),대구광역시 수성구 범물동
2293,개님은 털빨,대구광역시 수성구 상동
2294,금강동물병원,대구광역시 수성구 만촌동
2295,펫 동물병원,대구광역시 수성구 노변동
2296,선 동물병원,대구광역시 수성구 만촌동
2297,만촌동물병원,대구광역시 수성구 만촌동
2298,조이풀 그루밍,대구광역시 수성구 만촌동
2299,간지나개,대구광역시 수성구 수성동4가
2300,마리오펫,대구광역시 수성구 두산동
2301,제이펫 뷰티살롱,대구광역시 수성구 지산동
2302,뜨란 멍＆냥,대구광역시 수성구 상동
2303,에피소드 동물병원,대구광역시 수성구 만촌동
2304,D caretel,대구광역시 수성구 황금동
2305,와이(y) 동물병원,대구광역시 수성구 시지동
2306,멍멍아야옹해,대구광역시 수성구 범어동
2307,이뻐질개 애견미용실,대구광역시 수성구 범어동
2308,샴푸하는 강아지,대구광역시 수성구 만촌동
2309,멍멍이 미용실,대구광역시 달서구 두류동
2310,이쁘개,대구광역시 달서구 이곡동
2311,오마이퍼피,대구광역시 달서구 송현동
2312,오몽오몽,대구광역시 달서구 용산동
2313,개이쁜냥이,대구광역시 달서구 상인동
2314,댕발란스,대구광역시 달서구 진천동
2315,꽃달아줄개,대구광역시 달서구 죽전동
2316,이쁘개 애견샵,대구광역시 달서구 대곡동
2317,우리동네 펫샵,대구광역시 달서구 도원동
2318,모모댕댕,대구광역시 달서구 대곡동
2319,복슬 강아지,대구광역시 달서구 진천동
2320,복이네 애견 미용,대구광역시 달서구 진천동
2321,코코밍 애견샵,대구광역시 달서구 송현동
2322,츄츄펫 CHUCHU PET,대구광역시 달서구 감삼동
2323,도원동물병원,대구광역시 달서구 상인동
2324,힐링펫,대구광역시 달서구 신당동
2325,러블리독,대구광역시 달서구 성당동
2326,이서동물병원,대구광역시 달서구 성당동
2327,뽀시래기,대구광역시 달서구 송현동
2328,Time To Grooming(타임 투 그루밍),대구광역시 달서구 진천동
2329,KINGs DOG,대구광역시 달서구 대곡동
2330,두남자동물병원,대구광역시 달서구 진천동
2331,몽크샵,대구광역시 달서구 성당동
2332,몽블리 펫샵,대구광역시 달서구 성당동
2333,아름답개,대구광역시 달서구 진천동
2334,포펫츠,대구광역시 달서구 송현동
2335,함개하자냥,대구광역시 달서구 월성동
2336,펫살롱디어몽,대구광역시 달서구 감삼동
2337,수목원동물병원,대구광역시 달서구 대곡동
2338,또오개,대구광역시 달서구 용산동
2339,귀요미 애견샵,대구광역시 달서구 진천동
2340,개를 키우는 집사,대구광역시 달서구 본동
2341,어도러블,대구광역시 달서구 두류동
2342,에스엘 독,대구광역시 달서구 장기동
2343,앨리스in동물병원,대구광역시 달서구 월성동
2344,헬로우동물병원,대구광역시 달서구 용산동
2345,앙쥬르펫살롱,대구광역시 달서구 상인동
2346,도도한 몽이네,대구광역시 달서구 용산동
2347,제이엘동물병원,대구광역시 달서구 상인동
2348,종합동물병원,대구광역시 달서구 성당동
2349,미르동물병원,대구광역시 달서구 이곡동
2350,광장동물병원,대구광역시 달서구 두류동
2351,아이러브독도,대구광역시 달서구 신당동
2352,애플동물병원,대구광역시 달서구 진천동
2353,THE나은동물병원,대구광역시 달서구 도원동
2354,하나동물병원,대구광역시 달서구 상인동
2355,폼나개,대구광역시 달서구 도원동
2356,도그플러스동물병원,대구광역시 달서구 용산동
2357,두류동물병원,대구광역시 달서구 성당동
2358,라파동물병원,대구광역시 달서구 본리동
2359,이솝동물병원,대구광역시 달서구 대곡동
2360,영블리 펫살롱,대구광역시 달서구 상인동
2361,예쁘개,대구광역시 달서구 용산동
2362,즐겨찾개,대구광역시 달서구 두류동
2363,강아지 멋내기,대구광역시 달서구 용산동
2364,마쵸,대구광역시 달서구 죽전동
2365,도그플레이스,대구광역시 달서구 대곡동
2366,쁘띠펫,대구광역시 달서구 송현동
2367,살롱드 데꼬레,대구광역시 달서구 상인동
2368,잠보애견,대구광역시 달서구 호산동
2369,The 이뻐지개 샵,대구광역시 달서구 이곡동
2370,퍼피독,대구광역시 달서구 두류동
2371,디어마이도그,대구광역시 달서구 월성동
2372,강아지마을,대구광역시 달서구 신당동
2373,한마음종합동물병원,대구광역시 달서구 두류동
2374,꿍이네,대구광역시 달서구 감삼동
2375,끌리개,대구광역시 달서구 두류동
2376,25시종합동물병원,대구광역시 달서구 송현동
2377,해피그루밍,대구광역시 달서구 감삼동
2378,캣츠앤,대구광역시 달서구 장기동
2379,퍼피랜드,대구광역시 달서구 성당동
2380,이곡종합동물병원,대구광역시 달서구 이곡동
2381,토토펫,대구광역시 달서구 감삼동
2382,용산종합동물병원,대구광역시 달서구 감삼동
2383,노리동산,대구광역시 달서구 장기동
2384,캣월드,대구광역시 달서구 두류동
2385,보들보들,대구광역시 달성군 구지면 응암리
2386,멍멍아 놀자,대구광역시 달성군 다사읍 매곡리
2387,눈이부시개,대구광역시 달성군 옥포읍 강림리
2388,빵댕이 애견카페,대구광역시 달성군 논공읍 북리
2389,(주)발넷이야,대구광역시 달성군 가창면 냉천리
2390,맡겨보개,대구광역시 달성군 화원읍 구라리
2391,구름이네,대구광역시 달성군 다사읍 매곡리
2392,모코모코,대구광역시 달성군 다사읍 죽곡리
2393,분홍강아지,대구광역시 달성군 다사읍 서재리
2394,서재 흰둥이네,대구광역시 달성군 다사읍 서재리
2395,흰둥이 검둥이 꾸미는 날,대구광역시 달성군 유가읍 봉리
2396,몽그라미펫,대구광역시 달성군 다사읍 죽곡리
2397,개린이보호구역,대구광역시 달성군 다사읍 세천리
2398,샤방샤방,대구광역시 달성군 현풍읍 중리
2399,119동물병원,대구광역시 달성군 다사읍 매곡리
2400,럭셔리독,대구광역시 달성군 다사읍 매곡리
2401,똥강아지,대구광역시 달성군 옥포읍 강림리
2402,대구착한동물병원,대구광역시 달성군 다사읍 서재리
2403,이리와,대구광역시 달성군 현풍읍 중리
2404,조이독,대구광역시 달성군 다사읍 매곡리
2405,미지 펫살롱,대구광역시 달성군 다사읍 매곡리
2406,화원연합동물병원,대구광역시 달성군 화원읍 천내리
2407,다사랑 애견,대구광역시 달성군 다사읍 세천리
2408,뽀대나개,대구광역시 달성군 화원읍 명곡리
2409,비슬동물병원,대구광역시 달성군 유가읍 봉리
2410,포산동물병원,대구광역시 달성군 현풍읍 원교리
2411,무모하개,대구광역시 달성군 유가읍 봉리
2412,솜결 애견샵,대구광역시 달성군 다사읍 매곡리
2413,밀크숑 애견샵,대구광역시 달성군 다사읍 죽곡리
2414,현풍 동물병원,대구광역시 달성군 유가읍 봉리
2415,도담동물병원,대구광역시 달성군 현풍읍 중리
2416,똥싼 강아지,대구광역시 달성군 화원읍 천내리
2417,애견 부티크,대구광역시 달성군 다사읍 매곡리
2418,명곡역 동물병원,대구광역시 달성군 화원읍 명곡리
2419,살롱드 퍼피,대구광역시 달성군 유가읍 봉리
2420,예뻐지냥,대구광역시 달성군 화원읍 구라리
2421,애견왕국,대구광역시 달성군 다사읍 죽곡리
2422,개이뻐,대구광역시 달성군 현풍읍 중리
2423,개털미는남자,대구광역시 달성군 유가읍 봉리
2424,힐링동물병원,대구광역시 달성군 다사읍 죽곡리
2425,AMI PET,인천광역시 중구 중산동
2426,이뿌개해줄개,인천광역시 중구 인현동
2427,봉쥬르멍멍,인천광역시 중구 운서동
2428,멜로멍스,인천광역시 중구 운서동
2429,개로만족,인천광역시 중구 운서동
2430,모링모링,인천광역시 중구 중산동
2431,안나벨라,인천광역시 중구 중산동
2432,구르미 머무는,인천광역시 중구 중산동
2433,숑테이블,인천광역시 중구 운서동
2434,러블리독,인천광역시 중구 중산동
2435,캐리어 끄는 댕댕이,인천광역시 중구 남북동
2436,에이앤디 (A.N.D),인천광역시 중구 운남동
2437,신공항 동물병원,인천광역시 중구 운남동
2438,펫38도씨,인천광역시 중구 운남동
2439,참 동물병원,인천광역시 중구 내동
2440,우프우프,인천광역시 중구 중산동
2441,하늘 동물병원,인천광역시 중구 운서동
2442,한양한방 동물병원,인천광역시 중구 신포동
2443,현대 동물병원,인천광역시 중구 신흥동3가
2444,숲속 동물병원,인천광역시 중구 중산동
2445,빼로살롱,인천광역시 중구 중산동
2446,새봄애견샵,인천광역시 중구 중산동
2447,클래시 독스,인천광역시 동구 송림동
2448,블링펫？,인천광역시 동구 송현동
2449,강아지와 고양이,인천광역시 동구 송림동
2450,개간지,인천광역시 동구 송림동
2451,뽀뽀숑도그,인천광역시 동구 화수동
2452,강아지 똥,인천광역시 동구 만석동
2453,힐링 펫 카페,인천광역시 동구 송현동
2454,멍살롱,인천광역시 동구 화평동
2455,주주클럽,인천광역시 동구 송림동
2456,DOVE PET SHOP,-
2457,안상수동물병원,인천광역시 미추홀구 용현동
2458,펫？(#)시티,인천광역시 미추홀구 용현동
2459,꽃길만걷개,인천광역시 미추홀구 숭의동
2460,멍메이트,인천광역시 미추홀구 주안동
2461,도그아로마,인천광역시 미추홀구 학익동
2462,개떼라떼,인천광역시 미추홀구 도화동
2463,본애견미용실,인천광역시 미추홀구 주안동
2464,꽃다비펫,인천광역시 미추홀구 관교동
2465,메르시독(mercidog),인천광역시 미추홀구 도화동
2466,멍냥이 펫싸롱,인천광역시 미추홀구 주안동
2467,애견 미,인천광역시 미추홀구 주안동
2468,쏭쓰펫살롱,인천광역시 미추홀구 용현동
2469,댕댕아야옹,인천광역시 미추홀구 문학동
2470,댕댕이 미용실,인천광역시 미추홀구 도화동
2471,포인트동물의료센터,인천광역시 미추홀구 용현동
2472,러블리 멍멍이,인천광역시 미추홀구 주안동
2473,펫커트랜드,인천광역시 미추홀구 주안동
2474,러비도기,인천광역시 미추홀구 숭의동
2475,사랑한개너양,인천광역시 미추홀구 주안동
2476,그로우펫,인천광역시 미추홀구 주안동
2477,시드니종합동물병원,인천광역시 미추홀구 주안동
2478,멍뭉이애견샵,인천광역시 미추홀구 용현동
2479,명심보견(켓독),인천광역시 미추홀구 주안동
2480,딜루디움,인천광역시 미추홀구 도화동
2481,러브펫동물병원,인천광역시 미추홀구 주안동
2482,토리펫,인천광역시 미추홀구 주안동
2483,개조아,인천광역시 미추홀구 숭의동
2484,학익동물병원,인천광역시 미추홀구 학익동
2485,오로지펫,인천광역시 미추홀구 도화동
2486,닥터파파,인천광역시 미추홀구 주안동
2487,애니독,인천광역시 미추홀구 주안동
2488,도그월드,인천광역시 미추홀구 주안동
2489,주안동물병원,인천광역시 미추홀구 주안동
2490,올리스애견셀프목욕24시,인천광역시 미추홀구 학익동
2491,동그리멍,인천광역시 미추홀구 도화동
2492,왈가닥펫,인천광역시 미추홀구 용현동
2493,멍멍스타,인천광역시 미추홀구 주안동
2494,둥지애견,인천광역시 미추홀구 용현동
2495,개쩔개,인천광역시 미추홀구 용현동
2496,온누리동물병원,인천광역시 미추홀구 용현동
2497,쏭트리밍,인천광역시 미추홀구 용현동
2498,애견스토리,인천광역시 미추홀구 주안동
2499,강아지 이발관,인천광역시 미추홀구 용현동
2500,강아지사랑,인천광역시 미추홀구 용현동
2501,빠박이 애견미용,인천광역시 미추홀구 주안동
2502,오키독,인천광역시 미추홀구 숭의동
2503,와우 동물농장,인천광역시 미추홀구 주안동
2504,바른동물병원,인천광역시 미추홀구 학익동
2505,Dear Johny,인천광역시 미추홀구 주안동
2506,노아동물병원,인천광역시 미추홀구 도화동
2507,개네마을,인천광역시 미추홀구 주안동
2508,시드니종합동물병원,인천광역시 미추홀구 주안동
2509,하나애견샵,인천광역시 미추홀구 학익동
2510,아이러브펫AC,인천광역시 미추홀구 용현동
2511,펫홈,인천광역시 미추홀구 주안동
2512,중앙애견미용실,인천광역시 미추홀구 주안동
2513,똥개이발소,인천광역시 미추홀구 숭의동
2514,펫앤펫,인천광역시 미추홀구 주안동
2515,꼬리치랑개,인천광역시 미추홀구 도화동
2516,버블멍,인천광역시 미추홀구 숭의동
2517,브라운동물병원,인천광역시 미추홀구 숭의동
2518,한국동물병원,인천광역시 미추홀구 용현동
2519,제물포애견,인천광역시 미추홀구 숭의동
2520,우리집 강아지,인천광역시 미추홀구 주안동
2521,토토애견,인천광역시 미추홀구 도화동
2522,강아지소풍,인천광역시 미추홀구 주안동
2523,개미딱지,인천광역시 미추홀구 숭의동
